Respondent_ID,Country,Age,Gender,Education_Level,Work_Experience_Years,Position_Level,Power_Distance,Individualism,Masculinity,Uncertainty_Avoidance,Long_Term_Orientation,Indulgence,Role_Assumption,Production_Emphasis,Initiation_of_Structure,Tolerance_of_Uncertainty,Integration,Consideration,Preferred_Leadership_Behavior,Leadership_Behavior_Encoded
3018,BRA,48,Female,High School,33,Junior,21.00659760812313,28.27615072275905,18.006471592277606,60.27932605674788,79.81496809309347,75.73932834027498,2,1,1,1,4,5,Laissez-Faire,0
3019,USA,49,Female,Bachelor,4,Mid,48.72682164736182,41.79216579930964,13.350107967398062,94.25959850370045,69.44140447602508,10.993672673457231,4,3,1,5,1,2,Supportive,1
3020,IND,40,Male,Master,26,Junior,96.95987698539469,55.64043666788522,78.92541461273537,60.13125915921563,92.5509720661328,85.40791315932174,4,2,3,3,1,5,Supportive,1
3021,JPN,40,Male,Master,31,Executive,75.19542461038539,35.12953109355267,70.80209564333543,60.15855820434486,16.034973114383455,17.069980545112994,5,2,1,1,4,5,Supportive,1
3022,BRA,30,Female,Bachelor,31,Mid,88.62109623379665,71.53506041978184,63.28221462770986,49.05303842346407,37.59599880510135,6.867907290784759,4,1,2,2,4,4,Supportive,1
3023,IND,45,Male,Bachelor,27,Mid,31.579127860858407,45.02793323981929,12.471938634949202,76.83294883067305,84.29418592030787,9.775327175316416,5,5,3,3,2,4,Transactional,2
3024,JPN,28,Female,Master,25,Junior,25.86305236955491,22.69768333778563,29.14831481229914,51.37821345213275,10.1585457143046,55.73755928763429,1,2,5,3,4,3,Supportive,1
3025,USA,58,Male,Master,31,Mid,20.9223810807778,81.4405377208451,74.98514617218085,67.06577363199125,93.54473490787252,29.18735405623888,4,3,1,5,5,2,Transactional,2
3026,JPN,52,Male,High School,23,Mid,96.45298320155896,86.0705971160244,21.573413204683565,55.79162749824627,74.515546155681,96.09543230755712,4,4,3,2,3,2,Supportive,1
3027,NGA,52,Female,Bachelor,4,Senior,44.01621882828388,63.29945357059309,75.0282751915011,62.29958887727089,43.93329334023812,85.26765924120572,1,5,5,2,5,4,Transactional,2
3028,IND,41,Male,Master,28,Junior,56.760395387268645,76.45754719992836,56.738683976734414,86.16218393293649,33.87213661717555,80.33077478272529,4,3,2,5,4,2,Transactional,2
3029,IND,38,Other,Bachelor,13,Executive,51.56188988814196,28.477807708531127,69.22946942375833,53.09864170741592,14.76064031621791,80.96384662616917,4,5,2,1,3,5,Transactional,2
3030,IND,31,Female,PhD,1,Mid,78.43655483142874,38.81741972506652,61.56056627609384,38.40622448157268,9.36735248985878,89.06773277845262,1,3,4,4,1,3,Supportive,1
3031,USA,46,Male,Master,12,Junior,44.79719055621945,42.76621813747286,43.35916640670036,65.62563403584019,42.35945789610733,86.52101099563704,1,1,5,5,4,4,Transactional,2
3032,BRA,25,Female,High School,26,Mid,62.83623060912412,87.25272168639474,33.35818791175395,95.00070548333044,84.30984924674017,92.82075631059328,1,1,5,3,4,5,Supportive,1
3033,IND,53,Male,Master,23,Mid,99.6465811964374,55.855584793515725,63.818334287267774,75.45696166632145,53.1850537649785,93.43663229817037,4,1,5,4,1,4,Supportive,1
3034,USA,55,Female,Bachelor,22,Executive,55.5250841075389,20.5189491169772,74.55303054439155,44.6690595106756,45.11487795152171,29.832132555804225,5,1,2,1,4,4,Supportive,1
3035,JPN,54,Male,Master,28,Senior,64.10172325598045,46.61300760090669,13.57861089294894,97.03950654613573,31.90425185395821,21.9564169736605,5,3,4,1,3,3,Supportive,1
3036,JPN,39,Male,Master,17,Mid,60.20224498486702,20.54254206059035,40.39271469790645,47.417352093313205,15.694991131910053,64.30981311521917,2,2,2,1,1,3,Laissez-Faire,0
3037,BRA,42,Other,Bachelor,6,Junior,84.25489265088258,36.64640183307121,38.05838273438904,98.66032190551576,99.00992948376842,12.3331214925395,2,3,3,4,1,4,Supportive,1
3038,NGA,59,Female,Master,14,Junior,41.347172322686,51.82900469988242,54.7576672366762,35.35917829251708,2.5732593018978345,21.114511373253,4,3,5,5,2,5,Transactional,2
3039,USA,54,Male,Master,17,Mid,33.63504129142376,42.63751387945857,19.11400451102398,99.9719627472426,31.181590173584706,77.29566723522449,4,4,5,2,4,1,Transactional,2
3040,BRA,58,Female,Master,5,Senior,80.32745266118896,22.291394859961947,84.67355281114234,26.072451992688,76.93794450285971,64.9335427758123,5,4,4,5,2,5,Transformational,3
3041,USA,35,Other,Bachelor,13,Senior,53.249454909492336,28.14350056861456,53.880821474705805,77.05919053805215,52.055815624365366,65.08519552883159,3,3,4,5,3,2,Transactional,2
3042,NGA,51,Male,Bachelor,9,Junior,93.09808071813498,58.5620592855913,83.90022434270232,79.23532688366497,31.385490081429847,95.06384961859668,2,1,5,4,3,4,Supportive,1
3043,USA,48,Male,Master,26,Junior,71.53274286347181,68.69234330691397,75.35527387693205,74.36597495718347,99.27393056938132,66.76244613727845,5,4,2,3,1,4,Supportive,1
3044,BRA,59,Female,PhD,13,Mid,65.14744893693941,48.31843085630318,25.331108985214502,82.20854141170165,61.91696440115716,43.08071478953952,4,4,4,4,2,3,Transactional,2
3045,IND,32,Male,Bachelor,19,Executive,25.636564386070173,71.20372224974349,20.587120983436577,57.74663533180604,29.515578315611325,28.033243404693064,2,3,5,3,4,2,Supportive,1
3046,IND,42,Male,High School,17,Mid,78.43295241102383,31.433302196060065,78.90001920007425,24.3291157260726,84.79531432016316,33.85553822540144,2,5,3,4,3,1,Supportive,1
3047,BRA,37,Female,Bachelor,16,Mid,74.88322924103666,28.544056346538028,52.88801780673752,48.620263418759045,15.016415176745346,27.78134839836728,2,4,4,3,2,1,Supportive,1
3048,JPN,48,Male,Bachelor,30,Mid,71.20575395897238,78.76176011602931,11.579419831831874,71.38515977601188,46.357407481914784,3.498806508071095,4,1,1,2,1,3,Laissez-Faire,0
3049,JPN,47,Female,Master,32,Junior,41.43276188565524,43.74493439445398,84.73813987514878,71.69976378407064,83.9588796248413,26.15740222827303,5,3,3,2,5,1,Supportive,1
3050,JPN,36,Female,Master,14,Mid,95.73914573395555,50.2573545361097,47.84227195144516,35.61550658506561,98.36580523627072,83.53700679620378,3,5,5,1,1,4,Supportive,1
3051,JPN,54,Female,PhD,15,Senior,45.732410162625605,86.33071216221076,34.074904140191656,40.2404165047904,38.30575924871263,72.82289927772997,4,2,4,1,1,1,Laissez-Faire,0
3052,BRA,55,Female,Master,12,Executive,32.17847654031474,49.68786295559765,51.32782969365178,58.93585103059582,13.81096588030043,62.18382488876297,2,1,4,3,2,1,Laissez-Faire,0
3053,JPN,52,Male,Bachelor,11,Mid,98.9760923948011,20.244307409633297,75.83347123473241,78.28884181697757,56.69295200609283,90.22053661553858,1,1,2,5,5,5,Supportive,1
3054,JPN,46,Male,Master,5,Junior,79.69970232990144,85.6580357684885,18.82341880286323,88.22384824019649,94.3993038144926,26.412504205773544,5,3,5,1,4,1,Supportive,1
3055,IND,52,Male,Master,11,Mid,53.182950586094506,20.98830434400796,38.7146322590026,26.91878784327382,66.56117362185114,57.76844407878399,4,2,1,4,1,5,Supportive,1
3056,NGA,37,Female,PhD,34,Senior,94.87331447109656,66.36003986104387,35.50933385964467,94.049593253777,60.21595393331148,3.1326424360053173,2,1,5,2,1,2,Laissez-Faire,0
3057,IND,49,Male,High School,19,Junior,27.28938994929578,42.60236366727525,77.17196160225181,94.218533003678,30.92919768420107,89.20065454614013,3,1,4,1,5,5,Supportive,1
3058,USA,31,Male,High School,26,Senior,27.012897314124626,52.92735295921435,72.27738207817697,20.634699367837808,60.63398198340168,44.77369461516445,2,3,4,1,4,2,Supportive,1
3059,USA,30,Other,High School,26,Senior,74.59608149028683,58.30996173873289,42.00832276615457,60.51276605402417,88.4677997469192,17.787142993123616,2,1,1,1,1,3,Laissez-Faire,0
3060,NGA,48,Other,Bachelor,17,Mid,34.23776387030748,48.5922040106888,63.15906477316479,66.9715411233063,37.55259887929678,23.931661770525825,4,5,3,4,1,4,Transactional,2
3061,JPN,43,Male,High School,31,Mid,93.37116121546272,74.20581510275177,41.55563858358255,64.29707432987527,24.205365394434565,84.82390783296475,3,2,5,4,2,3,Supportive,1
3062,USA,43,Male,Master,19,Senior,87.22873394390967,85.14944867651121,55.7051070652987,69.26173260225549,48.09575719868352,10.880616329778393,1,4,5,1,2,3,Supportive,1
3063,BRA,33,Female,Master,20,Mid,44.509377928094914,26.048843648320776,89.29722357000954,60.26810254903517,37.61877943243229,92.52027440280624,4,4,5,5,3,3,Transactional,2
3064,IND,53,Female,Bachelor,23,Junior,91.10716658154962,76.0177016864481,52.84595737884597,43.50455310133407,46.99259934996657,37.34626557914974,5,2,2,5,2,2,Supportive,1
3065,IND,48,Male,Bachelor,25,Junior,23.431014960586268,29.00697986304516,89.08597862644055,27.6563508928572,9.572964005793605,25.108526486235107,3,5,1,4,4,1,Supportive,1
3066,JPN,29,Male,PhD,28,Junior,63.89102821899951,25.61940282747254,69.7759285011795,36.670352847092296,33.62099994162744,33.18586937448189,1,3,3,4,3,5,Supportive,1
3067,USA,50,Female,Bachelor,12,Senior,94.84502189670664,86.90820169054902,19.65778322105118,79.22040910303821,82.65478068941992,40.89832198214343,1,3,5,2,2,3,Supportive,1
3068,NGA,38,Other,Bachelor,1,Mid,88.43063831485586,54.25084470438918,73.67729348802774,39.28508149055808,40.032110921433,54.81131289020319,3,4,3,5,5,3,Transactional,2
3069,JPN,53,Female,Bachelor,2,Mid,48.4858659040796,30.682230370650203,22.902851317585213,86.37682685021838,96.78951010653256,58.68074942897048,5,1,3,1,2,1,Laissez-Faire,0
3070,IND,30,Male,Bachelor,10,Senior,34.62963481877079,59.896997925196274,52.586288670929015,52.27906936036203,70.8844811199241,44.78192750863697,2,2,3,3,2,3,Supportive,1
3071,IND,31,Male,High School,34,Mid,36.84324707229956,38.42659971386871,59.05961875724952,53.15806839184998,36.60365865439671,44.63639079012584,4,5,4,2,2,2,Supportive,1
3072,IND,42,Female,Master,32,Senior,61.16063024627242,52.50163117655959,81.37843641754881,89.47989929455451,25.16636885144832,28.529978580786807,5,3,5,2,1,2,Supportive,1
3073,JPN,47,Male,PhD,25,Mid,67.74183550691792,63.72617157159373,26.833936820569185,37.14310626211159,68.5367987092244,38.38097597433485,1,2,5,1,5,1,Supportive,1
3074,JPN,25,Male,Master,10,Mid,22.625145329890916,80.84888802089964,80.07536578910901,35.16953893598653,30.244648997837665,46.71383377594607,5,1,5,1,3,2,Supportive,1
3075,BRA,28,Male,Bachelor,1,Mid,53.08412473879105,20.215697878851586,84.75950207666409,98.83251244222652,92.68928198577755,59.758802356256325,2,4,1,4,1,3,Supportive,1
3076,NGA,59,Female,Bachelor,32,Executive,86.43096925151237,34.98984626411641,17.158988100765463,63.24835522064552,11.633588137693584,13.069987900543634,5,1,2,5,5,3,Transactional,2
3077,NGA,47,Female,PhD,12,Senior,55.54631601886377,26.73893800431457,80.82280944096179,35.241656324612485,2.8740334571612625,76.39737946224304,5,5,2,4,3,4,Transactional,2
3078,USA,51,Female,Master,18,Junior,33.53403127595284,26.79683910913437,30.73440388861976,33.264386403587,22.102677545201782,68.05712306998643,1,4,2,5,2,4,Supportive,1
3079,USA,50,Female,Bachelor,30,Executive,96.38882344152776,86.20441891979334,16.480075950571003,88.93319754608046,60.66191333012123,29.87678497835948,5,1,2,5,1,1,Supportive,1
3080,NGA,32,Other,Bachelor,13,Senior,41.30204319411733,85.52580541605367,86.68594847346594,67.98767737099772,83.49620020721329,45.93439422590618,4,5,4,3,3,3,Transactional,2
3081,IND,40,Female,Master,3,Junior,83.87426125072484,72.45156557908632,41.37627897996727,29.20306034254128,17.012806994380682,94.69289813292784,3,5,1,2,2,3,Supportive,1
3082,NGA,27,Male,Bachelor,21,Junior,35.50353330711479,65.01441296806408,59.83868041095757,90.9526470845008,58.472285900641765,2.0477382140234317,1,5,1,3,1,5,Supportive,1
3083,JPN,56,Male,High School,14,Mid,53.85381833772719,79.35793124503921,54.22984958362521,55.51240045444967,14.415309998493353,81.13515984638677,3,2,4,1,3,2,Supportive,1
3084,BRA,29,Female,Bachelor,10,Mid,59.23380318198495,24.08861166633973,27.054553972786596,99.14858177043132,56.31786483305559,51.172470499853176,5,5,5,3,3,1,Transactional,2
3085,IND,44,Male,Bachelor,2,Mid,60.05082367585956,28.36400551708599,63.565258253365215,42.54082621487101,1.8182278112284345,61.88124919542186,2,3,4,3,1,1,Laissez-Faire,0
3086,IND,38,Other,Bachelor,11,Junior,61.31790944805638,42.19790463074338,13.689199120581195,62.30537851585648,55.7807088419022,68.45325602172623,1,5,2,2,1,2,Laissez-Faire,0
3087,BRA,56,Male,Bachelor,1,Mid,37.99580325518092,78.27446659275594,26.247594104959468,33.84802245861046,52.17758379651614,45.60201893210319,5,1,1,3,3,5,Supportive,1
3088,USA,50,Male,High School,26,Junior,61.27324175686682,53.05627799365571,85.57310007471555,55.1764782951991,4.284793926116004,19.18596019022075,5,3,4,2,4,4,Transactional,2
3089,BRA,30,Female,Master,13,Junior,58.53702031022034,55.25023344063328,86.28060196726133,34.12300392074684,68.94168911606876,90.95905649474766,2,4,2,2,2,5,Supportive,1
3090,JPN,29,Female,Master,28,Mid,36.69755977010106,36.04858007576653,48.61241534507628,44.578486921514525,57.22545517420527,74.0190756149783,5,3,2,2,3,4,Supportive,1
3091,BRA,37,Female,High School,21,Mid,99.05532476029688,65.38712368214682,23.525739113102286,41.5892590255975,62.30972790518704,55.95896982706476,4,1,3,2,1,4,Supportive,1
3092,NGA,56,Female,PhD,10,Mid,89.24507142292401,82.14895078435849,43.72960488279627,42.64751458057536,52.97739465166471,44.84563893258351,2,4,5,3,3,5,Transactional,2
3093,JPN,40,Male,Bachelor,12,Executive,91.00610808179864,43.06599539009272,80.16566666335194,97.5861049113065,72.19936221464049,49.93316283558479,1,1,5,4,1,1,Laissez-Faire,0
3094,NGA,25,Male,High School,27,Junior,74.84568403063159,63.343015783891886,15.621924354883312,23.075718863054647,52.50038643140027,82.35382080304637,1,1,5,4,2,3,Supportive,1
3095,USA,37,Other,Bachelor,3,Junior,32.791762455340525,43.23642748782754,20.22948617308109,59.74892202987277,92.22697689267244,1.2503406860986055,3,2,1,1,1,1,Laissez-Faire,0
3096,IND,35,Male,Master,28,Junior,65.4473651119799,75.49033782840311,81.65222766848485,70.33966434114626,94.35093329639834,86.5334994085471,4,2,1,2,1,3,Laissez-Faire,0
3097,NGA,32,Male,Bachelor,2,Mid,85.71517053019089,53.2471815894622,43.2306720554196,72.86090995552041,72.66754916037551,4.675197313731183,4,1,1,4,4,1,Supportive,1
3098,USA,49,Male,High School,28,Senior,23.098919095093,43.76283155537932,16.6766884113901,80.36365505063881,91.17619976646064,61.59130664662883,1,5,1,1,1,5,Laissez-Faire,0
3099,USA,56,Male,Master,31,Mid,59.667448263009575,49.40341979479044,21.136726173918525,80.87723265811036,92.3154821961113,33.31225724836696,5,2,2,3,5,5,Transactional,2
3100,BRA,48,Female,Bachelor,21,Mid,51.68983039959345,26.385926497735976,80.59585423686349,96.44023859487682,26.1998463733746,67.8236279375819,4,1,5,1,5,5,Transactional,2
3101,USA,52,Female,Master,7,Mid,36.96997837274429,80.62820073257083,49.20826972996093,80.45343636829676,99.39296780694843,8.554291592996288,4,3,1,4,4,3,Supportive,1
3102,IND,38,Female,Master,31,Mid,50.26000030122542,87.06483387366734,23.03954462889956,85.89513993385293,26.743682890457155,55.6232545412449,5,1,5,1,2,1,Supportive,1
3103,NGA,27,Female,PhD,14,Mid,98.67980086955625,53.41899258147916,81.52478039424923,62.58523322020964,1.8539208110825989,85.5234217493191,2,1,2,1,2,4,Laissez-Faire,0
3104,BRA,51,Male,High School,9,Mid,77.8594661089422,35.49360456546976,77.62231113430059,72.61386750586591,96.22249633753044,49.463785997049534,5,4,1,1,1,1,Laissez-Faire,0
3105,JPN,44,Female,High School,23,Junior,43.96296640119531,66.5259339362257,11.841868063064318,58.24994534617554,22.37180421402187,8.434660185123665,3,2,3,4,4,1,Supportive,1
3106,BRA,39,Male,PhD,12,Senior,68.42840411846637,51.66670356787999,56.47920861995775,42.113363744354686,58.41208632624666,3.737842475507569,3,4,4,2,4,2,Supportive,1
3107,IND,51,Male,Master,29,Mid,39.73249922285439,37.661005658689376,29.546932030456617,45.07064642368533,97.06681574749877,62.12013488102055,1,5,1,3,4,1,Supportive,1
3108,USA,52,Male,Master,22,Junior,68.8675127219419,22.690320044310432,52.65086495844515,48.842619467614966,4.9450395319522,6.953057612414115,2,1,1,2,5,4,Supportive,1
3109,BRA,49,Male,High School,4,Mid,91.69333515879454,82.27931162519585,32.341466576426456,47.25146783084347,26.931195365512483,7.128887210811641,4,2,3,5,2,1,Supportive,1
3110,IND,57,Female,High School,7,Executive,64.55014399540418,75.77140464315333,35.27010247135769,62.65288500695272,60.88239726036463,42.54395060107286,1,2,2,2,5,2,Laissez-Faire,0
3111,IND,38,Female,High School,8,Junior,78.66719803621461,78.03042403475655,58.14820259460643,39.81053802452817,76.25580565831434,20.950831858953165,1,2,4,3,2,2,Laissez-Faire,0
3112,JPN,32,Female,Bachelor,9,Junior,56.26711989730374,50.78878116519722,53.10873422141818,61.331369082540334,80.73664468519425,20.41958941067101,4,1,2,1,3,4,Supportive,1
3113,IND,38,Female,High School,13,Mid,61.92991341311973,72.72787743673993,41.61539182246458,93.2993048928658,88.3845377225951,48.09762149456699,4,1,3,2,1,1,Laissez-Faire,0
3114,USA,25,Male,Bachelor,20,Mid,75.60600630039029,60.685768471599694,18.605437746321243,52.47710630896311,16.843602548175795,28.08017273214275,5,3,1,4,3,5,Transactional,2
3115,USA,40,Male,Bachelor,21,Junior,84.99240040411178,46.23427074894451,87.55391188636926,37.81168515692235,37.00373308472198,21.92664942115845,3,4,4,5,1,5,Transactional,2
3116,NGA,42,Male,High School,19,Executive,72.75611092203597,78.9919461685526,23.968444037604097,47.7484716509256,71.4254250001984,51.44144882894499,4,4,2,1,1,2,Laissez-Faire,0
3117,IND,31,Male,High School,2,Mid,98.19935951120743,89.91302836310928,60.64937959651119,90.15098356035116,71.53100380130427,29.08837392389646,5,1,1,1,4,4,Supportive,1
3118,USA,39,Male,Bachelor,30,Senior,85.58580702386263,82.94976150920519,16.61958101632516,95.33583387364038,30.8054678896761,8.022043531638944,3,5,5,1,5,5,Transactional,2
3119,JPN,48,Male,High School,23,Mid,82.17281636863001,74.33343801804139,65.06502660364949,90.93495145347156,30.422303863191857,68.27390706070622,2,2,3,2,5,2,Supportive,1
3120,JPN,37,Female,High School,13,Senior,87.60812631848204,72.32555805346638,17.58718267071222,42.98780890836987,32.06420135496313,58.56080205370945,2,1,2,4,2,2,Laissez-Faire,0
3121,JPN,33,Female,Bachelor,33,Mid,42.49687483394793,65.51741901117984,28.36066732047854,51.02764109369923,89.20801896075861,21.21171390919305,2,1,5,3,4,1,Supportive,1
3122,JPN,39,Female,Bachelor,32,Junior,54.56377231587045,79.7532247787704,61.75881595024303,97.994705962702,90.9510762687998,58.22463994478725,4,1,2,5,5,4,Transactional,2
3123,USA,59,Female,Master,28,Executive,65.15703347156726,54.51568734772662,32.63481535554828,45.90818485341414,1.4827475584839878,95.55896609734708,3,2,2,4,2,5,Supportive,1
3124,BRA,48,Female,High School,24,Junior,56.99090547541485,32.72106571385951,52.62806521183387,31.028790767579217,32.5016391588653,95.6478550717304,3,2,5,2,2,1,Supportive,1
3125,IND,57,Female,Master,28,Executive,87.79662545792638,73.76348069884446,19.960431466992745,42.56753634488547,39.203552718023936,53.194241032452695,2,1,3,5,2,3,Supportive,1
3126,IND,40,Female,Master,30,Mid,22.16548141433856,84.36544619231198,26.192043141296235,97.11820203519493,98.23854853046326,9.802971603291088,1,3,3,4,5,4,Transactional,2
3127,IND,32,Male,Master,29,Executive,36.73403337862567,43.894660435134966,68.70207266036931,53.27003603871845,94.41678195850017,45.818552870658166,3,4,5,3,1,2,Supportive,1
3128,USA,53,Female,High School,34,Mid,90.5365232801484,74.80883085699949,12.811108822578625,94.7105551944004,62.83251148032849,2.698338365163211,3,3,3,3,4,1,Supportive,1
3129,NGA,47,Female,Bachelor,22,Senior,24.72801101415737,39.16058921576899,18.94401678856413,28.32657715452392,4.580530129681626,41.52012799751491,5,3,4,1,4,5,Transactional,2
3130,NGA,55,Male,Master,25,Junior,38.159064288703846,85.98201913510775,27.19648148885117,81.28444577710141,19.12170546960127,90.9418835037262,2,1,4,1,2,2,Laissez-Faire,0
3131,NGA,38,Male,PhD,14,Mid,48.1000264301189,67.84226944096505,11.615244728342482,27.4674717824921,43.420626009257504,46.74436907406102,1,2,1,3,2,2,Laissez-Faire,0
3132,NGA,54,Male,PhD,10,Senior,80.05924486493527,59.8493191027678,17.630295880494824,35.79965797570283,95.90356248977872,55.04873806392211,5,4,5,1,2,5,Transactional,2
3133,NGA,51,Female,Bachelor,10,Senior,64.81445569334787,74.59091105325024,32.51131821089839,69.28817930760928,9.470438928830738,15.803650252481594,1,3,4,1,2,3,Laissez-Faire,0
3134,BRA,40,Female,Master,8,Junior,96.36837622242648,76.92618193902791,17.433396126651388,54.75825295194707,79.13523521289888,1.5650652232143236,1,5,2,3,2,4,Supportive,1
3135,JPN,30,Male,Master,14,Mid,38.23000120583788,82.4658928757743,79.28955440238931,73.33394022750664,19.11918129818222,99.33839887655748,1,2,3,5,2,4,Supportive,1
3136,IND,57,Male,Master,32,Mid,89.76963239909836,83.07836729932013,15.285903240892392,97.87250336373356,50.78511075660999,33.8257275996166,4,2,4,3,4,2,Supportive,1
3137,IND,42,Other,Bachelor,32,Junior,42.63307917993991,23.688357788748256,78.87869593425916,24.21709813787941,76.69708167044698,27.934998249551548,3,4,4,1,2,1,Supportive,1
3138,IND,40,Male,Bachelor,3,Mid,39.639860730124816,28.60353256089568,75.82880688482129,35.3301337563585,69.24953480358907,57.12816532238703,3,4,5,5,1,3,Transactional,2
3139,BRA,36,Male,High School,20,Senior,59.87001584794805,77.82426147310458,18.060927565070976,71.21791380311778,77.57478193658513,74.53185330222183,5,4,2,1,3,3,Supportive,1
3140,USA,44,Male,Bachelor,13,Mid,25.696360420519497,86.22361573661247,12.015305141752917,91.72211601523183,81.35926907075944,25.1407797997,1,1,4,2,5,2,Supportive,1
3141,JPN,53,Female,Master,23,Mid,50.74456103946265,41.53702936867584,13.999361191625113,83.81183280350791,30.574242477995128,52.41238498885746,1,2,2,1,5,1,Laissez-Faire,0
3142,NGA,54,Female,PhD,19,Executive,48.45407744877949,20.602127290290078,57.23024516590056,57.24659884400536,36.403059534424095,33.26356255353103,3,1,3,4,4,5,Transactional,2
3143,BRA,50,Male,Master,16,Junior,32.80812445614188,42.58936323246385,63.62828995908597,79.637974006755,81.57426744405807,48.096550768300375,1,1,3,4,5,5,Supportive,1
3144,BRA,46,Other,Bachelor,7,Mid,88.86358762199285,46.80048951808001,59.6522712996985,36.64780488265145,3.864311181947944,16.130991377323014,1,1,3,1,2,2,Laissez-Faire,0
3145,JPN,57,Female,Master,8,Senior,50.87117149675066,73.27233553063817,53.31814815935184,21.098447325943344,51.44546975593551,51.01182798776449,1,2,1,1,1,1,Laissez-Faire,0
3146,JPN,53,Male,Bachelor,25,Senior,98.5536143610946,23.33092659464874,23.974727250359127,65.60133202603319,92.04046153204452,4.734700273320202,2,5,5,2,4,3,Transactional,2
3147,NGA,46,Female,Master,23,Senior,91.97663592302196,34.88481652648622,77.27631157082172,85.05957367941782,88.50039928330847,83.99973337741989,2,3,3,5,4,3,Transactional,2
3148,IND,37,Male,Master,10,Senior,35.58485596559404,82.57780103362478,36.204394908819886,54.67548315042607,80.43039376387324,62.76596466245299,2,2,1,5,1,3,Laissez-Faire,0
3149,IND,33,Female,Bachelor,30,Junior,60.40977378703508,30.837428661600384,88.89425568903083,65.53990163590029,2.154883827104137,94.14904308480028,5,2,1,2,2,4,Supportive,1
3150,BRA,48,Male,Bachelor,33,Mid,68.14433106932424,73.147335637784,40.78862383153524,53.77449557123677,88.7687078250198,59.97319144454286,1,4,5,3,4,3,Transactional,2
3151,IND,39,Female,High School,11,Senior,85.5168402354897,45.29172909053531,31.040387517949235,61.12303198976274,91.16639665227356,18.2166084232438,2,3,3,1,1,5,Supportive,1
3152,JPN,37,Male,High School,27,Junior,90.8514199721116,66.38621504449702,81.540065102539,90.74770110279334,66.36700606237494,48.40507597171933,2,4,5,1,2,1,Supportive,1
3153,IND,51,Female,Master,3,Junior,69.92144169243919,25.169255231209437,55.39313305528266,58.25120874421786,29.8913898225311,66.46954268241628,4,5,5,4,1,3,Transactional,2
3154,BRA,31,Male,High School,8,Senior,22.81073625137723,40.05905615602303,67.74803521397918,20.598046917485576,48.99273713436462,37.42233415152789,5,1,4,4,2,2,Supportive,1
3155,BRA,32,Female,High School,13,Senior,58.50211596145034,49.7352816247704,42.671902666179584,83.98789138697207,76.261942076788,55.26496803435799,2,4,5,3,5,2,Transactional,2
3156,IND,38,Male,Bachelor,3,Mid,90.78428289490658,80.00488382544523,80.9532404754872,69.41738731220047,81.30286787894133,16.268851112319915,2,5,1,5,1,5,Supportive,1
3157,NGA,36,Other,Master,20,Executive,77.12716820354079,59.44471003522823,83.41801703874619,78.43146695484765,34.334398548123225,77.71241584188472,2,3,3,5,2,3,Supportive,1
3158,USA,41,Female,Bachelor,13,Senior,89.61135531275661,23.165770515438243,44.94151448935318,92.08697650725148,32.60671293927926,90.95299689360542,4,1,5,5,3,5,Transactional,2
3159,NGA,53,Male,High School,20,Executive,73.92638317781659,76.13066013282884,29.25790682950084,42.89713889843766,73.61812150693933,31.487657823098647,4,5,1,1,5,5,Transactional,2
3160,JPN,51,Other,Master,24,Executive,23.522800785197813,23.81650422660378,61.81371075467904,60.24559370135725,68.63558819813727,79.33313883855585,5,4,3,4,4,5,Transformational,3
3161,BRA,25,Male,Bachelor,9,Mid,97.44053249652885,85.40565947943304,86.36674670564125,68.19868394767029,51.31972087298637,9.194552677390464,1,5,2,1,1,4,Laissez-Faire,0
3162,USA,58,Female,Bachelor,30,Senior,93.44148324557428,34.82022122282727,59.79571676583531,47.631293159654575,42.02604632125142,24.670449027101405,1,5,1,3,2,3,Supportive,1
3163,JPN,28,Female,Master,25,Mid,30.126363193009865,54.15483012599383,86.33779507261892,87.68537218830568,65.71597430653424,46.187006645542816,5,1,2,2,4,2,Supportive,1
3164,BRA,48,Male,Bachelor,16,Senior,29.015293347499902,25.059667813641635,37.50463719780917,75.80529439198867,3.2433320339974925,38.6407124129509,1,2,2,2,4,4,Supportive,1
3165,USA,45,Other,Master,8,Senior,63.12628003816161,59.31986704084366,83.20632566399,78.6726067050441,7.568957580592683,61.96257858927498,3,5,4,5,4,5,Transformational,3
3166,BRA,57,Male,Bachelor,28,Junior,80.56406676455066,54.80600905099372,19.005346593327523,84.64058147012742,57.30867546315051,56.2984995992173,1,1,2,4,4,2,Laissez-Faire,0
3167,NGA,31,Male,Bachelor,12,Junior,50.57385695506029,48.717397441694,38.706753515014576,40.64673450492666,21.027874074136133,8.727198504188149,4,1,1,3,2,5,Supportive,1
3168,USA,25,Female,Bachelor,24,Junior,30.910573083459365,22.490104192382784,49.557698759243536,79.6513431731982,77.47839952128177,13.16944058870061,4,3,5,1,2,4,Supportive,1
3169,IND,27,Female,Master,29,Senior,60.84448790250836,81.5255465056052,62.24882706018335,81.90454876402404,77.23639746052301,5.17116273610908,2,3,3,3,3,1,Supportive,1
3170,BRA,39,Male,Bachelor,15,Senior,47.0052908975178,76.18456191690038,33.53113959589812,87.3914037320827,70.99620806177208,95.2606716162192,4,2,4,3,3,5,Transactional,2
3171,IND,55,Male,High School,18,Mid,48.14175644410597,64.31210142302936,83.9391440346983,59.083026440135285,90.3602685643734,64.53442444845857,3,4,3,3,2,5,Transactional,2
